Shipment_ID,Tracking_Code,Carrier_Name,Origin_Facility,Destination_Facility,Cargo_Type,Cargo_Value_USD,Route_Distance_KM,Route_Type,Ambient_Avg_Temp_C,Ambient_Peak_Temp_C,Reefer_Set_Point_C,Reefer_Internal_Temp_C,Reefer_Max_Internal_Temp_C,Compressor_Age_Years,Compressor_Run_Hours,Compressor_Vibration_RMS,Door_Open_Events,Door_Open_Total_Mins,Insulation_Seal_Score,Thermal_Excursion_Minutes,Mean_Kinetic_Temp_C,Quality_Degradation_Score,Spoilage_Flag,Predicted_Spoilage_Risk,Risk_Category,Prescriptive_Action
SHP-1069,AB-REEFER-8069,ThermoHaul Freight,AB InBev Brewery - Bengaluru Hub,Kolkata Eastern Terminal,Pharma Biologics & Vaccines,130888.85,1061,Cross-Country,40.15,45.45,4.0,5.56,7.76,7.1,20.51,0.43,1,12,70.7,0,6.4,15.76,0,0.0013,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1070,AB-REEFER-8070,ArcticLogistics Global,Gujarat BioPharma Park,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,26900.1,572,Mid Haul,29.55,33.64,3.5,4.6,8.62,2.6,11.51,0.329,3,20,63.9,88,6.13,25.73,0,0.0341,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1071,AB-REEFER-8071,ThermoHaul Freight,Maharashtra Distribution Center,Mumbai Urban Distribution Center,Fresh Dairy & Perishables,26440.49,242,Short Haul,34.56,37.47,2.5,4.53,7.32,0.8,3.22,0.522,1,5,80.7,71,5.59,41.92,0,0.0664,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1072,AB-REEFER-8072,PolarTrans Logistics,AB InBev Brewery - Bengaluru Hub,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,25791.59,573,Mid Haul,26.45,32.06,3.5,5.6,10.25,7.0,9.74,0.779,5,44,86.9,102,7.37,50.25,1,0.0841,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1073,AB-REEFER-8073,ColdFleet Express,Punjab Regional Cold Hub,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,35820.09,1103,Cross-Country,33.98,38.07,3.5,3.84,5.66,7.7,18.73,0.41,1,7,95.0,0,4.53,6.5,0,0.0013,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1074,AB-REEFER-8074,PolarTrans Logistics,Haryana Bottling Facility,Delhi NCR Mega Fulfillment,Frozen Foods & Confectionery,20852.64,734,Long Haul,26.41,30.33,-20.0,-16.8,-9.74,4.0,15.54,0.331,16,81,66.6,80,-14.12,45.91,0,0.2502,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1075,AB-REEFER-8075,ColdFleet Express,Gujarat BioPharma Park,Delhi NCR Mega Fulfillment,Pharma Biologics & Vaccines,279572.38,769,Long Haul,33.23,37.5,4.0,5.32,10.95,3.7,20.73,0.499,5,42,76.3,160,7.46,47.23,0,0.1101,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1076,AB-REEFER-8076,PolarTrans Logistics,Haryana Bottling Facility,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,46859.59,744,Long Haul,38.54,42.43,3.5,5.77,9.69,8.0,19.9,0.928,5,22,68.6,134,7.26,45.09,0,0.1317,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1077,AB-REEFER-8077,ColdFleet Express,Haryana Bottling Facility,Hyderabad Metro Depot,Pharma Biologics & Vaccines,92722.87,575,Mid Haul,33.65,36.26,4.0,5.29,8.39,7.1,10.99,0.398,3,23,93.0,41,6.47,3.71,0,0.0018,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1078,AB-REEFER-8078,ColdFleet Express,Gujarat BioPharma Park,Hyderabad Metro Depot,Fresh Dairy & Perishables,15895.81,521,Mid Haul,27.57,34.85,2.5,4.34,7.24,5.3,8.66,0.483,1,5,70.8,55,5.44,13.34,0,0.0037,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1079,AB-REEFER-8079,ThermoHaul Freight,Maharashtra Distribution Center,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,29636.22,952,Long Haul,33.57,36.29,3.5,4.1,8.5,6.1,22.03,0.498,3,15,69.2,11,5.77,9.92,0,0.0015,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1080,AB-REEFER-8080,ThermoHaul Freight,Gujarat BioPharma Park,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,38654.01,501,Mid Haul,35.41,40.04,3.5,5.44,7.01,5.4,10.11,0.312,1,6,81.2,0,6.04,7.18,0,0.0014,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1081,AB-REEFER-8081,ColdFleet Express,AB InBev Brewery - Bengaluru Hub,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,23633.98,516,Mid Haul,28.92,36.25,3.5,4.42,6.02,3.9,10.41,0.463,1,7,67.4,0,5.03,17.68,0,0.0019,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1082,AB-REEFER-8082,ColdFleet Express,Punjab Regional Cold Hub,Goa Coastal Transit Hub,Frozen Foods & Confectionery,18131.11,716,Long Haul,36.35,41.97,-20.0,-17.8,-14.67,5.6,17.42,0.919,1,5,70.1,0,-16.61,16.52,0,0.0023,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1083,AB-REEFER-8083,PolarTrans Logistics,Punjab Regional Cold Hub,Kolkata Eastern Terminal,Pharma Biologics & Vaccines,101994.68,576,Mid Haul,32.35,37.22,4.0,6.14,13.36,4.1,9.87,0.54,8,103,77.2,108,8.88,100.0,1,0.9613,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-1084,AB-REEFER-8084,PolarTrans Logistics,Gujarat BioPharma Park,Delhi NCR Mega Fulfillment,Fresh Dairy & Perishables,19055.94,927,Long Haul,35.0,38.9,2.5,4.59,8.14,6.8,15.0,0.844,3,37,71.9,48,5.94,12.8,0,0.0052,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1085,AB-REEFER-8085,ArcticLogistics Global,Gujarat BioPharma Park,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,33799.62,549,Mid Haul,34.71,38.01,3.5,4.95,9.24,6.0,11.66,0.568,5,52,91.5,40,6.58,5.4,0,0.0023,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1086,AB-REEFER-8086,PolarTrans Logistics,Maharashtra Distribution Center,Mumbai Urban Distribution Center,Fresh Dairy & Perishables,29916.45,715,Long Haul,32.11,35.27,2.5,3.71,8.22,2.1,14.61,0.675,5,38,84.2,110,5.42,47.38,0,0.0166,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1087,AB-REEFER-8087,ThermoHaul Freight,Maharashtra Distribution Center,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,39922.88,848,Long Haul,40.09,42.84,3.5,4.74,7.98,2.6,15.14,0.753,2,14,96.0,0,5.97,10.61,0,0.0016,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1088,AB-REEFER-8088,ThermoHaul Freight,Maharashtra Distribution Center,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,136047.2,1237,Cross-Country,36.61,43.31,4.0,4.61,11.24,4.9,31.01,0.642,5,68,89.1,61,7.13,49.8,0,0.0537,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1089,AB-REEFER-8089,ArcticLogistics Global,Gujarat BioPharma Park,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,162150.11,390,Mid Haul,35.88,43.23,4.0,5.86,11.24,6.3,7.12,0.636,5,51,69.1,73,7.9,58.64,1,0.721,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-1090,AB-REEFER-8090,ColdFleet Express,Haryana Bottling Facility,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,110170.47,288,Short Haul,39.4,43.1,4.0,5.85,7.95,2.1,6.22,0.228,1,4,83.3,0,6.65,6.4,0,0.0017,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1091,AB-REEFER-8091,ArcticLogistics Global,Gujarat BioPharma Park,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,48395.13,569,Mid Haul,36.38,43.38,3.5,4.22,10.3,5.5,12.31,0.335,5,53,95.6,65,6.53,24.26,0,0.0065,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1092,AB-REEFER-8092,ThermoHaul Freight,AB InBev Brewery - Bengaluru Hub,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,40866.19,452,Mid Haul,36.25,43.0,3.5,4.4,8.88,6.4,9.22,0.391,3,16,83.9,25,6.1,5.88,0,0.0016,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1093,AB-REEFER-8093,ColdFleet Express,Gujarat BioPharma Park,Kolkata Eastern Terminal,Pharma Biologics & Vaccines,256772.39,577,Mid Haul,29.26,35.89,4.0,5.16,8.73,5.0,16.52,0.575,3,37,72.8,26,6.52,9.12,0,0.0017,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1094,AB-REEFER-8094,ThermoHaul Freight,Punjab Regional Cold Hub,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,30476.51,701,Long Haul,30.46,34.98,3.5,4.52,6.94,8.5,17.52,0.244,2,18,67.7,0,5.44,6.88,0,0.0021,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1095,AB-REEFER-8095,ArcticLogistics Global,Gujarat BioPharma Park,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,24388.15,975,Long Haul,37.31,43.08,3.5,5.36,8.98,7.5,21.09,0.893,2,10,86.4,22,6.74,5.97,0,0.0015,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1096,AB-REEFER-8096,PolarTrans Logistics,Haryana Bottling Facility,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,22221.76,832,Long Haul,34.15,37.35,3.5,4.91,8.38,7.4,13.64,0.522,5,37,73.2,59,6.23,24.76,0,0.002,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1097,AB-REEFER-8097,ArcticLogistics Global,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,188562.09,745,Long Haul,26.82,30.48,4.0,5.69,8.1,4.4,13.99,0.568,2,17,73.9,58,6.61,11.9,0,0.0013,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1098,AB-REEFER-8098,PolarTrans Logistics,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Frozen Foods & Confectionery,41939.48,525,Mid Haul,30.22,34.12,-20.0,-17.09,-3.46,7.9,13.92,0.739,16,220,92.9,229,-11.91,100.0,1,0.7464,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-1099,AB-REEFER-8099,ThermoHaul Freight,Haryana Bottling Facility,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,23462.99,872,Long Haul,39.5,44.19,3.5,5.67,7.19,3.2,14.17,0.763,1,5,83.6,0,6.25,12.31,0,0.0017,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1100,AB-REEFER-8100,ColdFleet Express,AB InBev Brewery - Bengaluru Hub,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,37018.59,870,Long Haul,40.59,43.82,3.5,3.94,9.62,5.7,16.77,0.706,5,35,84.0,42,6.1,25.99,0,0.002,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1101,AB-REEFER-8101,ColdFleet Express,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,218115.78,801,Long Haul,41.68,49.11,4.0,5.0,12.45,6.0,19.68,0.262,12,93,90.9,94,7.83,100.0,1,0.8926,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-1102,AB-REEFER-8102,ArcticLogistics Global,AB InBev Brewery - Bengaluru Hub,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,24518.88,450,Mid Haul,38.32,43.97,3.5,4.75,6.8,8.4,7.89,0.745,1,11,81.3,0,5.53,9.06,0,0.0021,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1103,AB-REEFER-8103,ThermoHaul Freight,Maharashtra Distribution Center,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,37540.46,604,Mid Haul,26.12,30.73,3.5,4.78,9.13,6.2,13.23,0.359,3,18,92.1,40,6.43,0.92,0,0.0017,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1104,AB-REEFER-8104,PolarTrans Logistics,Haryana Bottling Facility,Mumbai Urban Distribution Center,Frozen Foods & Confectionery,29449.08,578,Mid Haul,27.35,34.77,-20.0,-18.77,-15.0,5.8,12.91,0.264,1,10,97.7,0,-17.34,0.24,0,0.0012,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1105,AB-REEFER-8105,ArcticLogistics Global,AB InBev Brewery - Bengaluru Hub,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,38094.11,1258,Cross-Country,34.04,37.83,3.5,6.26,17.78,6.1,25.85,0.642,12,156,74.6,181,10.64,100.0,1,0.99,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-1106,AB-REEFER-8106,ThermoHaul Freight,Gujarat BioPharma Park,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,22477.61,323,Mid Haul,35.86,43.16,3.5,4.57,9.19,7.7,4.95,0.391,5,60,73.8,34,6.33,7.19,0,0.0032,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1107,AB-REEFER-8107,ThermoHaul Freight,Haryana Bottling Facility,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,24298.67,841,Long Haul,36.62,40.31,3.5,5.18,8.23,4.4,19.72,0.908,3,25,95.9,69,6.34,31.1,0,0.0059,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1108,AB-REEFER-8108,ArcticLogistics Global,Maharashtra Distribution Center,Mumbai Urban Distribution Center,Fresh Dairy & Perishables,32816.11,740,Long Haul,35.28,40.48,2.5,3.45,6.86,0.9,15.75,0.205,5,26,89.5,35,4.75,7.29,0,0.0024,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1109,AB-REEFER-8109,ThermoHaul Freight,Haryana Bottling Facility,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,24808.99,1096,Cross-Country,41.28,46.83,3.5,5.75,14.55,0.5,18.55,0.382,12,106,90.4,201,9.09,48.33,0,0.2415,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1110,AB-REEFER-8110,PolarTrans Logistics,Maharashtra Distribution Center,Mumbai Urban Distribution Center,Frozen Foods & Confectionery,29007.55,839,Long Haul,32.64,35.99,-20.0,-19.05,-16.98,2.0,17.61,0.609,2,14,95.0,5,-18.26,3.06,0,0.0015,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1111,AB-REEFER-8111,ThermoHaul Freight,Gujarat BioPharma Park,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,36515.5,1040,Cross-Country,37.65,41.73,3.5,5.1,10.43,3.2,24.05,0.422,5,55,65.1,65,7.13,32.44,0,0.0381,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1112,AB-REEFER-8112,PolarTrans Logistics,Maharashtra Distribution Center,Goa Coastal Transit Hub,Pharma Biologics & Vaccines,269553.25,606,Mid Haul,36.78,39.6,4.0,6.06,9.59,4.2,13.23,0.531,2,11,83.5,44,7.4,8.49,0,0.0017,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1113,AB-REEFER-8113,ThermoHaul Freight,AB InBev Brewery - Bengaluru Hub,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,141189.4,914,Long Haul,40.2,43.39,4.0,6.18,10.46,3.2,14.68,0.742,5,44,76.3,69,7.81,46.06,0,0.0627,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1114,AB-REEFER-8114,ThermoHaul Freight,Maharashtra Distribution Center,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,24116.5,667,Long Haul,40.94,47.27,3.5,5.63,13.21,5.8,12.14,0.926,12,110,88.4,127,8.51,50.88,1,0.9511,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-1115,AB-REEFER-8115,ArcticLogistics Global,AB InBev Brewery - Bengaluru Hub,Delhi NCR Mega Fulfillment,Fresh Dairy & Perishables,25800.91,847,Long Haul,33.55,40.85,2.5,4.26,7.68,5.9,15.38,0.746,2,25,65.0,48,5.56,12.81,0,0.0118,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1116,AB-REEFER-8116,ColdFleet Express,Maharashtra Distribution Center,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,27082.67,602,Mid Haul,36.19,43.56,3.5,5.47,11.38,7.1,13.88,0.893,5,65,80.6,76,7.72,37.08,0,0.0272,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1117,AB-REEFER-8117,ColdFleet Express,Maharashtra Distribution Center,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,37735.02,501,Mid Haul,36.43,42.83,3.5,5.18,11.05,6.6,7.51,0.235,5,41,74.8,167,7.41,54.15,1,0.6131,Moderate Risk (Monitor),WARNING: Schedule Reefer Compressor Inspection & Door Seal Re-calibration at Hub
SHP-1118,AB-REEFER-8118,ArcticLogistics Global,Punjab Regional Cold Hub,Hyderabad Metro Depot,Fresh Dairy & Perishables,28377.73,519,Mid Haul,28.43,31.58,2.5,4.45,11.53,3.3,8.13,0.229,8,82,66.9,149,7.14,94.16,1,0.9949,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-1119,AB-REEFER-8119,ColdFleet Express,Gujarat BioPharma Park,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,43267.0,447,Mid Haul,39.18,45.97,3.5,5.01,9.02,3.8,10.4,0.358,5,23,72.8,21,6.53,16.7,0,0.0022,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1120,AB-REEFER-8120,ThermoHaul Freight,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,262093.79,909,Long Haul,41.6,45.26,4.0,6.13,8.95,7.6,16.42,0.85,1,8,85.5,189,7.2,43.23,0,0.0858,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1121,AB-REEFER-8121,PolarTrans Logistics,Haryana Bottling Facility,Mumbai Urban Distribution Center,Fresh Dairy & Perishables,16735.92,1200,Cross-Country,38.98,42.47,2.5,5.42,9.18,2.2,21.1,0.897,3,39,65.3,197,6.85,46.06,0,0.1481,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1122,AB-REEFER-8122,ColdFleet Express,Gujarat BioPharma Park,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,24487.44,640,Mid Haul,35.92,40.12,3.5,4.29,7.97,7.3,11.41,0.327,2,23,90.4,5,5.69,3.79,0,0.0019,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1123,AB-REEFER-8123,ColdFleet Express,Maharashtra Distribution Center,Hyderabad Metro Depot,Pharma Biologics & Vaccines,184610.23,878,Long Haul,30.96,37.52,4.0,5.1,7.79,7.4,13.27,0.616,1,6,90.2,0,6.12,12.81,0,0.0014,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1124,AB-REEFER-8124,ColdFleet Express,AB InBev Brewery - Bengaluru Hub,Delhi NCR Mega Fulfillment,Frozen Foods & Confectionery,26191.95,772,Long Haul,31.9,37.85,-20.0,-18.76,-15.5,3.6,18.3,0.258,1,4,87.0,0,-17.52,1.85,0,0.0018,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1125,AB-REEFER-8125,ColdFleet Express,Punjab Regional Cold Hub,Goa Coastal Transit Hub,Pharma Biologics & Vaccines,181921.41,1114,Cross-Country,33.85,36.95,4.0,5.07,9.59,6.9,28.27,0.881,3,32,96.9,29,6.79,9.3,0,0.0017,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1126,AB-REEFER-8126,ArcticLogistics Global,Maharashtra Distribution Center,Hyderabad Metro Depot,Frozen Foods & Confectionery,28637.15,506,Mid Haul,36.63,41.77,-20.0,-19.47,-17.64,8.3,8.06,0.261,1,11,87.5,0,-18.77,2.38,0,0.0014,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1127,AB-REEFER-8127,ColdFleet Express,Haryana Bottling Facility,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,46232.18,528,Mid Haul,31.7,34.7,3.5,5.23,12.35,8.2,9.56,0.486,16,85,74.0,102,7.94,44.92,0,0.1788,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1128,AB-REEFER-8128,ColdFleet Express,Maharashtra Distribution Center,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,47779.75,1219,Cross-Country,27.76,35.0,3.5,5.18,9.04,3.9,29.66,0.215,2,17,82.1,40,6.65,8.55,0,0.0015,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1129,AB-REEFER-8129,ColdFleet Express,Punjab Regional Cold Hub,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,38346.45,641,Mid Haul,30.54,37.78,3.5,4.72,7.58,7.2,9.64,0.262,1,13,80.2,0,5.81,4.13,0,0.0014,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1130,AB-REEFER-8130,PolarTrans Logistics,Gujarat BioPharma Park,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,50817.06,416,Mid Haul,28.28,33.33,3.5,5.25,9.89,7.1,8.48,0.279,3,32,66.5,34,7.01,16.82,0,0.0018,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1131,AB-REEFER-8131,PolarTrans Logistics,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,31762.55,797,Long Haul,27.52,34.9,3.5,4.59,7.54,2.8,17.1,0.199,3,20,92.0,0,5.71,7.72,0,0.0013,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1132,AB-REEFER-8132,ArcticLogistics Global,Punjab Regional Cold Hub,Goa Coastal Transit Hub,Fresh Dairy & Perishables,26318.21,465,Mid Haul,27.86,33.04,2.5,3.24,7.01,4.0,10.54,0.851,3,24,99.0,44,4.67,3.76,0,0.0035,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1133,AB-REEFER-8133,ColdFleet Express,Punjab Regional Cold Hub,Hyderabad Metro Depot,Frozen Foods & Confectionery,18036.79,998,Long Haul,27.16,33.91,-20.0,-18.26,-15.71,2.2,18.56,0.821,1,9,66.6,0,-17.29,14.39,0,0.0023,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1134,AB-REEFER-8134,ColdFleet Express,Maharashtra Distribution Center,Kolkata Eastern Terminal,Pharma Biologics & Vaccines,238111.02,244,Short Haul,30.04,36.69,4.0,5.58,9.53,6.1,3.88,0.69,3,25,79.2,90,7.08,41.41,0,0.0313,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1135,AB-REEFER-8135,ArcticLogistics Global,Maharashtra Distribution Center,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,31137.26,845,Long Haul,28.82,35.25,3.5,4.34,13.13,3.0,15.9,0.833,8,96,90.5,162,7.68,53.67,1,0.9353,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-1136,AB-REEFER-8136,PolarTrans Logistics,Maharashtra Distribution Center,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,39078.44,1043,Cross-Country,38.99,45.53,3.5,4.25,10.61,2.0,26.66,0.3,5,62,93.4,48,6.67,23.27,0,0.0025,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1137,AB-REEFER-8137,ColdFleet Express,Haryana Bottling Facility,Delhi NCR Mega Fulfillment,Frozen Foods & Confectionery,39336.62,975,Long Haul,30.23,36.29,-20.0,-18.98,-17.1,1.3,24.49,0.715,2,8,91.4,0,-18.27,7.21,0,0.0015,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1138,AB-REEFER-8138,ArcticLogistics Global,Haryana Bottling Facility,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,51477.37,1006,Cross-Country,34.45,40.89,3.5,5.13,9.4,7.2,17.42,0.542,2,26,93.7,77,6.75,23.39,0,0.0045,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
